Season,Week,Celebrity,Method,JudgeScore,EstFanVotePct,IsEliminated,ResultStatus,Confidence
9,4,Michael Irvin,Percent,16.0,0.10611296607568732,False,Success,0.04633920296570899
9,4,Joanna Krupa,Percent,26.0,0.06987348457545103,False,Success,0.04633920296570899
9,4,Tom DeLay,Percent,0.0,0.1580725005036007,False,Success,0.04633920296570899
9,4,Aaron Carter,Percent,18.0,0.09343715490166615,False,Success,0.04633920296570899
9,4,Mya,Percent,28.0,0.07855364290260679,False,Success,0.04633920296570899
9,4,Donny Osmond,Percent,24.0,0.05845166512038543,False,Success,0.04633920296570899
9,4,Kelly Osbourne,Percent,23.0,0.08188852369238739,False,Success,0.04633920296570899
9,5,Melissa Joan Hart,Percent,23.0,0.08657998904723284,False,Success,0.024797487187964953
9,5,Mark Dacascos,Percent,26.0,0.06717926419511137,False,Success,0.024797487187964953
9,5,Natalie Coughlin,Percent,22.0,0.009569369115655105,True,Success,0.024797487187964953
9,5,Louie Vito,Percent,22.0,0.12145935737244237,False,Success,0.024797487187964953
9,5,Michael Irvin,Percent,21.0,0.10744928049767473,False,Success,0.024797487187964953
9,5,Joanna Krupa,Percent,24.0,0.07661975471196787,False,Success,0.024797487187964953
9,5,Tom DeLay,Percent,0.0,0.18260123105549145,False,Success,0.024797487187964953
9,5,Aaron Carter,Percent,24.0,0.09863061862756455,False,Success,0.024797487187964953
9,5,Mya,Percent,27.0,0.08929725102720779,False,Success,0.024797487187964953
9,5,Donny Osmond,Percent,29.0,0.07632713787102303,False,Success,0.024797487187964953
9,5,Kelly Osbourne,Percent,24.0,0.08428674647862881,False,Success,0.024797487187964953
9,6,Melissa Joan Hart,Percent,23.9999,0.04094820378332707,True,Success,0.08754012255617158
9,6,Mark Dacascos,Percent,32.0,0.08371328334777182,False,Success,0.08754012255617158
9,6,Louie Vito,Percent,24.0,0.09823511077967495,True,Success,0.08754012255617158
9,6,Michael Irvin,Percent,21.9998,0.12738530974850604,False,Success,0.08754012255617158
9,6,Joanna Krupa,Percent,35.9999,0.08511000566674613,False,Success,0.08754012255617158
9,6,Tom DeLay,Percent,0.0,0.2034161844739103,False,Success,0.08754012255617158
9,6,Aaron Carter,Percent,32.9998,0.09708762804837652,False,Success,0.08754012255617158
9,6,Mya,Percent,33.0,0.08646768325369401,False,Success,0.08754012255617158
9,6,Donny Osmond,Percent,30.999899999999997,0.07781755140505207,False,Success,0.08754012255617158
9,6,Kelly Osbourne,Percent,24.9998,0.09981903949294123,False,Success,0.08754012255617158
9,7,Mark Dacascos,Percent,21.5,0.04186044226368299,True,Success,0.1364256480218281
9,7,Michael Irvin,Percent,23.5,0.11594489181788205,True,Success,0.1364256480218281
9,7,Joanna Krupa,Percent,27.5,0.1112956200740164,False,Success,0.1364256480218281
9,7,Tom DeLay,Percent,0.0,0.26387272662750366,False,Success,0.1364256480218281
9,7,Aaron Carter,Percent,26.5,0.12355696576733367,False,Success,0.1364256480218281
9,7,Mya,Percent,24.5,0.13074640643398294,False,Success,0.1364256480218281
9,7,Donny Osmond,Percent,26.0,0.09675461548775098,False,Success,0.1364256480218281
9,7,Kelly Osbourne,Percent,26.0,0.11596833152784734,False,Success,0.1364256480218281
9,8,Joanna Krupa,Percent,26.0,0.15084271062183988,False,Success,0.04106214070626882
9,8,Tom DeLay,Percent,0.0,0.3644900171383075,False,Success,0.04106214070626882
9,8,Aaron Carter,Percent,25.0,0.0193908202741862,True,Success,0.04106214070626882
9,8,Mya,Percent,29.5,0.149287920820551,False,Success,0.04106214070626882
9,8,Donny Osmond,Percent,25.0,0.15549457937100383,False,Success,0.04106214070626882
9,8,Kelly Osbourne,Percent,25.5,0.16049395177411188,False,Success,0.04106214070626882
9,9,Joanna Krupa,Percent,27.0,0.022558071077466043,True,Success,0.04248088360237893
9,9,Tom DeLay,Percent,0.0,0.43397537710540196,False,Success,0.04248088360237893
9,9,Mya,Percent,28.9999,0.16820679425257973,False,Success,0.04248088360237893
9,9,Donny Osmond,Percent,24.666600000000003,0.19524426998595953,False,Success,0.04248088360237893
9,9,Kelly Osbourne,Percent,25.9998,0.18001548757859243,False,Success,0.04248088360237893
9,10,Tom DeLay,Percent,0.0,0.19988580043956816,False,No Elimination,0.0
9,10,Mya,Percent,28.333199999999998,0.28683540990559664,False,No Elimination,0.0
9,10,Donny Osmond,Percent,28.9998,0.2370533000033988,False,No Elimination,0.0
9,10,Kelly Osbourne,Percent,25.2222,0.2762254896514364,False,No Elimination,0.0
10,1,Aiden Turner,Percent,15.0,0.08872744435572501,False,No Elimination,0.0
10,1,Shannen Doherty,Percent,18.0,0.0842149566055939,False,No Elimination,0.0
10,1,Niecy Nash,Percent,18.0,0.0827699657525865,False,No Elimination,0.0
10,1,Buzz Aldrin,Percent,14.0,0.055857259388061034,False,No Elimination,0.0
10,1,Chad Ochocinco,Percent,18.0,0.11583693073283045,False,No Elimination,0.0
10,1,Evan Lysacek,Percent,23.0,0.12454845988608404,False,No Elimination,0.0
10,1,Pamela Anderson,Percent,21.0,0.07648289495601648,False,No Elimination,0.0
10,1,Nicole Scherzinger,Percent,25.0,0.09116715952139956,False,No Elimination,0.0
10,1,Erin Andrews,Percent,21.0,0.11583693073283045,False,No Elimination,0.0
10,1,Kate Gosselin,Percent,16.0,0.08121350161342801,False,No Elimination,0.0
10,1,Jake Pavelka,Percent,20.0,0.08334449645544464,False,No Elimination,0.0
10,2,Aiden Turner,Percent,19.0,0.10031990805186602,False,Success,0.03915426781519186
10,2,Shannen Doherty,Percent,20.0,0.006411827069899897,True,Success,0.03915426781519186
10,2,Niecy Nash,Percent,21.0,0.07383259737515274,False,Success,0.03915426781519186
10,2,Buzz Aldrin,Percent,12.0,0.1126058509212127,False,Success,0.03915426781519186
10,2,Chad Ochocinco,Percent,16.0,0.12779034143212042,False,Success,0.03915426781519186
10,2,Evan Lysacek,Percent,24.0,0.11797764693826994,False,Success,0.03915426781519186
10,2,Pamela Anderson,Percent,22.0,0.06713227047716407,False,Success,0.03915426781519186
10,2,Nicole Scherzinger,Percent,28.0,0.08672452766935386,False,Success,0.03915426781519186
10,2,Erin Andrews,Percent,23.0,0.10715153668823313,False,Success,0.03915426781519186
10,2,Kate Gosselin,Percent,15.0,0.11172250900553403,False,Success,0.03915426781519186
10,2,Jake Pavelka,Percent,20.0,0.08833098437119319,False,Success,0.03915426781519186
10,3,Aiden Turner,Percent,20.0,0.10460758715070767,False,Success,0.5319148936170213
10,3,Niecy Nash,Percent,21.0,0.10477082416559864,False,Success,0.5319148936170213
10,3,Buzz Aldrin,Percent,13.0,0.011658294046348085,True,Success,0.5319148936170213
10,3,Chad Ochocinco,Percent,20.0,0.11773306842265004,False,Success,0.5319148936170213
10,3,Evan Lysacek,Percent,26.0,0.14420671216409342,False,Success,0.5319148936170213
10,3,Pamela Anderson,Percent,21.0,0.09895809357920773,False,Success,0.5319148936170213
10,3,Nicole Scherzinger,Percent,23.0,0.09980333730541442,False,Success,0.5319148936170213
10,3,Erin Andrews,Percent,23.0,0.13353950470774853,False,Success,0.5319148936170213
10,3,Kate Gosselin,Percent,15.0,0.09143093171497291,False,Success,0.5319148936170213
10,3,Jake Pavelka,Percent,21.0,0.0932916467432587,False,Success,0.5319148936170213
10,4,Aiden Turner,Percent,16.5,0.015157187928034341,True,Success,0.23255813953488372
10,4,Niecy Nash,Percent,18.0,0.09658613518613565,False,Success,0.23255813953488372
10,4,Chad Ochocinco,Percent,22.0,0.1462129153787422,False,Success,0.23255813953488372
10,4,Evan Lysacek,Percent,26.0,0.14366519518016238,False,Success,0.23255813953488372
10,4,Pamela Anderson,Percent,23.5,0.09264910653278079,False,Success,0.23255813953488372
10,4,Nicole Scherzinger,Percent,25.0,0.11550336219189236,False,Success,0.23255813953488372
10,4,Erin Andrews,Percent,19.5,0.1349652548274152,False,Success,0.23255813953488372
10,4,Kate Gosselin,Percent,16.0,0.12923351024380544,False,Success,0.23255813953488372
10,4,Jake Pavelka,Percent,19.0,0.12602733253103152,False,Success,0.23255813953488372
10,5,Niecy Nash,Percent,18.0,0.1365992868823227,False,Success,0.425531914893617
10,5,Chad Ochocinco,Percent,18.0,0.1599727787569857,False,Success,0.425531914893617
10,5,Evan Lysacek,Percent,27.0,0.17270656757901728,False,Success,0.425531914893617
10,5,Pamela Anderson,Percent,21.0,0.09749090071188213,False,Success,0.425531914893617
10,5,Nicole Scherzinger,Percent,29.0,0.12804810453018642,False,Success,0.425531914893617
10,5,Erin Andrews,Percent,22.0,0.1648957050607998,False,Success,0.425531914893617
10,5,Kate Gosselin,Percent,15.0,0.018889434325309904,True,Success,0.425531914893617
10,5,Jake Pavelka,Percent,23.0,0.12139722215349615,False,Success,0.425531914893617
10,6,Niecy Nash,Percent,25.9998,0.1571997669616298,False,Success,0.3177966101694915
10,6,Chad Ochocinco,Percent,30.999899999999997,0.1625736403798946,False,Success,0.3177966101694915
10,6,Evan Lysacek,Percent,27.0,0.1990693638386761,False,Success,0.3177966101694915
10,6,Pamela Anderson,Percent,29.9998,0.11969691443533144,False,Success,0.3177966101694915
10,6,Nicole Scherzinger,Percent,35.9999,0.15682398723925528,False,Success,0.3177966101694915
10,6,Erin Andrews,Percent,34.0,0.18556209201353524,False,Success,0.3177966101694915
10,6,Jake Pavelka,Percent,24.999899999999997,0.019074235131677168,True,Success,0.3177966101694915
10,7,Niecy Nash,Percent,24.5,0.18202048374421242,False,Success,0.26223776223776224
10,7,Chad Ochocinco,Percent,26.0,0.2168388868475103,False,Success,0.26223776223776224
10,7,Evan Lysacek,Percent,27.0,0.20952437583331826,False,Success,0.26223776223776224
10,7,Pamela Anderson,Percent,25.5,0.020696430966354134,True,Success,0.26223776223776224
10,7,Nicole Scherzinger,Percent,27.0,0.17267630926470495,False,Success,0.26223776223776224
10,7,Erin Andrews,Percent,25.5,0.19824351334390017,False,Success,0.26223776223776224
10,8,Niecy Nash,Percent,21.5,0.04070228317755211,True,Success,0.40106951871657753
10,8,Chad Ochocinco,Percent,22.5,0.26273658618251283,False,Success,0.40106951871657753
10,8,Evan Lysacek,Percent,26.5,0.26026762461052055,False,Success,0.40106951871657753
10,8,Nicole Scherzinger,Percent,29.5,0.18859532015607436,False,Success,0.40106951871657753
10,8,Erin Andrews,Percent,26.5,0.24769818587334025,False,Success,0.40106951871657753
10,9,Chad Ochocinco,Percent,26.0,0.07103306234978587,True,Success,0.28142589118198874
10,9,Evan Lysacek,Percent,29.5,0.3384299761670506,False,Success,0.28142589118198874
10,9,Nicole Scherzinger,Percent,29.5,0.25548341233901867,False,Success,0.28142589118198874
10,9,Erin Andrews,Percent,28.0,0.33505354914414504,False,Success,0.28142589118198874
10,10,Evan Lysacek,Percent,26.888699999999996,0.3756522452726566,False,No Elimination,0.0
10,10,Nicole Scherzinger,Percent,28.7777,0.274970466922415,False,No Elimination,0.0
10,10,Erin Andrews,Percent,26.9998,0.34937728780492844,False,No Elimination,0.0
11,1,David Hasselhoff,Percent,15.0,0.0073313187667343955,True,Success,0.24875621890547264
11,1,Florence Henderson,Percent,18.0,0.06215175052211748,False,Success,0.24875621890547264
11,1,Kyle Massey,Percent,23.0,0.09902868539037105,False,Success,0.24875621890547264
11,1,Jennifer Grey,Percent,24.0,0.07384445384381519,False,Success,0.24875621890547264
11,1,Rick Fox,Percent,22.0,0.10093746541229012,False,Success,0.24875621890547264
11,1,Kurt Warner,Percent,19.0,0.11122654531892971,False,Success,0.24875621890547264
11,1,Margaret Cho,Percent,15.0,0.09193223398557704,False,Success,0.24875621890547264
11,1,Michael Bolton,Percent,16.0,0.07798678215355778,False,Success,0.24875621890547264
11,1,Brandy,Percent,23.0,0.09383508177693986,False,Success,0.24875621890547264
11,1,The Situation,Percent,15.0,0.10114628820687181,False,Success,0.24875621890547264
11,1,Audrina Patridge,Percent,19.0,0.09224268800526123,False,Success,0.24875621890547264
11,1,Bristol Palin,Percent,18.0,0.08833670661753423,False,Success,0.24875621890547264
11,2,Florence Henderson,Percent,19.0,0.07601141506577817,False,Success,0.47770700636942676
11,2,Kyle Massey,Percent,22.0,0.11829687383337688,False,Success,0.47770700636942676
11,2,Jennifer Grey,Percent,24.0,0.08547502345865204,False,Success,0.47770700636942676
11,2,Rick Fox,Percent,21.0,0.10551406673515812,False,Success,0.47770700636942676
11,2,Kurt Warner,Percent,21.0,0.12360393944158912,False,Success,0.47770700636942676
11,2,Margaret Cho,Percent,18.0,0.08340219673292722,False,Success,0.47770700636942676
11,2,Michael Bolton,Percent,12.0,0.015245765857196196,True,Success,0.47770700636942676
11,2,Brandy,Percent,21.0,0.10944578709108715,False,Success,0.47770700636942676
11,2,The Situation,Percent,18.0,0.0860203629676949,False,Success,0.47770700636942676
11,2,Audrina Patridge,Percent,23.0,0.0865804108995892,False,Success,0.47770700636942676
11,2,Bristol Palin,Percent,22.0,0.11040415791695125,False,Success,0.47770700636942676
11,3,Florence Henderson,Percent,20.0,0.07611048509170022,False,Success,0.30612244897959184
11,3,Kyle Massey,Percent,23.0,0.10679064901404733,False,Success,0.30612244897959184
11,3,Jennifer Grey,Percent,24.0,0.09941400712700608,False,Success,0.30612244897959184
11,3,Rick Fox,Percent,24.0,0.12565245867195265,False,Success,0.30612244897959184
11,3,Kurt Warner,Percent,23.0,0.13434214728098767,False,Success,0.30612244897959184
11,3,Margaret Cho,Percent,18.0,0.0103995844540502,True,Success,0.30612244897959184
11,3,Brandy,Percent,24.0,0.11278220029725244,False,Success,0.30612244897959184
11,3,The Situation,Percent,20.0,0.1082473080400681,False,Success,0.30612244897959184
11,3,Audrina Patridge,Percent,26.0,0.0990824684044986,False,Success,0.30612244897959184
11,3,Bristol Palin,Percent,19.0,0.1271786916184365,False,Success,0.30612244897959184
11,4,Florence Henderson,Percent,17.5,0.08409508070478948,False,Success,0.32085561497326204
11,4,Kyle Massey,Percent,20.0,0.14360540518204798,False,Success,0.32085561497326204
11,4,Jennifer Grey,Percent,28.0,0.10370745787106916,False,Success,0.32085561497326204
11,4,Rick Fox,Percent,19.5,0.14024563509870136,False,Success,0.32085561497326204
11,4,Kurt Warner,Percent,17.0,0.14914844373352118,False,Success,0.32085561497326204
11,4,Brandy,Percent,24.0,0.12535586935343837,False,Success,0.32085561497326204
11,4,The Situation,Percent,14.0,0.018677653570496038,True,Success,0.32085561497326204
11,4,Audrina Patridge,Percent,23.0,0.11637771899149203,False,Success,0.32085561497326204
11,4,Bristol Palin,Percent,16.0,0.11878673549444461,False,Success,0.32085561497326204
11,5,Florence Henderson,Percent,21.0,0.011306292974393005,True,Success,0.29910269192422734
11,5,Kyle Massey,Percent,20.0,0.15216134036007709,False,Success,0.29910269192422734
11,5,Jennifer Grey,Percent,25.0,0.10580709882167802,False,Success,0.29910269192422734
11,5,Rick Fox,Percent,24.0,0.1626923224459154,False,Success,0.29910269192422734
11,5,Kurt Warner,Percent,24.0,0.1470956523607874,False,Success,0.29910269192422734
11,5,Brandy,Percent,27.0,0.11477736937668082,False,Success,0.29910269192422734
11,5,Audrina Patridge,Percent,23.0,0.13511537903903406,False,Success,0.29910269192422734
11,5,Bristol Palin,Percent,18.0,0.17104454462143467,False,Success,0.29910269192422734
11,6,Kyle Massey,Percent,29.999899999999997,0.16120083675832744,False,Success,0.09193993257738278
11,6,Jennifer Grey,Percent,29.0,0.1551802079899521,False,Success,0.09193993257738278
11,6,Rick Fox,Percent,30.0,0.17042879050454293,False,Success,0.09193993257738278
11,6,Kurt Warner,Percent,21.9999,0.20675022940188748,False,Success,0.09193993257738278
11,6,Brandy,Percent,35.9999,0.11505161754807008,False,Success,0.09193993257738278
11,6,Audrina Patridge,Percent,31.9998,0.014383450369670673,True,Success,0.09193993257738278
11,6,Bristol Palin,Percent,27.9998,0.1770048674275493,False,Success,0.09193993257738278
11,7,Kyle Massey,Percent,33.5,0.2147764006762766,False,Success,0.1402524544179523
11,7,Jennifer Grey,Percent,36.5,0.15096217546829144,False,Success,0.1402524544179523
11,7,Rick Fox,Percent,34.5,0.02541820850333231,True,Success,0.1402524544179523
11,7,Kurt Warner,Percent,35.0,0.22363014900984865,False,Success,0.1402524544179523
11,7,Brandy,Percent,36.5,0.1773328867420844,False,Success,0.1402524544179523
11,7,Bristol Palin,Percent,32.5,0.20788017960016672,False,Success,0.1402524544179523
11,8,Kyle Massey,Percent,28.0,0.27714422565840763,False,Success,0.20876826722338204
11,8,Jennifer Grey,Percent,28.5,0.18621771890036867,False,Success,0.20876826722338204
11,8,Kurt Warner,Percent,24.0,0.041519382961047326,True,Success,0.20876826722338204
11,8,Brandy,Percent,28.5,0.23039698953508392,False,Success,0.20876826722338204
11,8,Bristol Palin,Percent,23.5,0.2647216829450929,False,Success,0.20876826722338204
11,9,Kyle Massey,Percent,29.0,0.3411038800677866,False,Success,0.2497918401332223
11,9,Jennifer Grey,Percent,30.0,0.27153982749110783,False,Success,0.2497918401332223
11,9,Brandy,Percent,28.5,0.052635724326997244,True,Success,0.2497918401332223
11,9,Bristol Palin,Percent,26.5,0.3347205681141086,False,Success,0.2497918401332223
11,10,Kyle Massey,Percent,27.333199999999998,0.37010388921973864,False,No Elimination,0.0
11,10,Jennifer Grey,Percent,30.0,0.2825980180839924,False,No Elimination,0.0
11,10,Bristol Palin,Percent,25.666600000000003,0.347298092696269,False,No Elimination,0.0
12,1,Ralph Macchio,Percent,24.0,0.07750479848311023,False,No Elimination,0.0
12,1,Chelsea Kane,Percent,21.0,0.09800383901345565,False,No Elimination,0.0
12,1,Kirstie Alley,Percent,23.0,0.07061594307603465,False,No Elimination,0.0
12,1,Hines Ward,Percent,21.0,0.11405727295841328,False,No Elimination,0.0
12,1,Sugar Ray Leonard,Percent,17.0,0.09628839935913724,False,No Elimination,0.0
12,1,Chris Jericho,Percent,19.0,0.10904921786045095,False,No Elimination,0.0
12,1,Petra Nemcova,Percent,18.0,0.08504717745444479,False,No Elimination,0.0
12,1,Mike Catherwood,Percent,13.0,0.08431409000045569,False,No Elimination,0.0
12,1,Romeo,Percent,19.0,0.10073150886810045,False,No Elimination,0.0
12,1,Wendy Williams,Percent,14.0,0.07478471225040792,False,No Elimination,0.0
12,1,Kendra Wilkinson,Percent,18.0,0.08960304067598909,False,No Elimination,0.0
12,2,Ralph Macchio,Percent,21.0,0.0757659560041149,False,Success,0.20107238605898123
12,2,Chelsea Kane,Percent,18.0,0.10978525927221955,False,Success,0.20107238605898123
12,2,Kirstie Alley,Percent,20.0,0.07511575008456403,False,Success,0.20107238605898123
12,2,Hines Ward,Percent,23.0,0.11629766847551816,False,Success,0.20107238605898123
12,2,Sugar Ray Leonard,Percent,17.0,0.10548895995988755,False,Success,0.20107238605898123
12,2,Chris Jericho,Percent,23.0,0.10677184706331905,False,Success,0.20107238605898123
12,2,Petra Nemcova,Percent,18.0,0.09755878948395685,False,Success,0.20107238605898123
12,2,Mike Catherwood,Percent,17.0,0.00817151285358641,True,Success,0.20107238605898123
12,2,Romeo,Percent,23.0,0.09974799800506041,False,Success,0.20107238605898123
12,2,Wendy Williams,Percent,17.0,0.10291788826191688,False,Success,0.20107238605898123
12,2,Kendra Wilkinson,Percent,19.0,0.1023783705358562,False,Success,0.20107238605898123
12,3,Ralph Macchio,Percent,21.0,0.08913809633157195,False,Success,0.45385779122541603
12,3,Chelsea Kane,Percent,23.0,0.12198394919767731,False,Success,0.45385779122541603
12,3,Kirstie Alley,Percent,21.0,0.08158657913013709,False,Success,0.45385779122541603
12,3,Hines Ward,Percent,25.0,0.1265503857772864,False,Success,0.45385779122541603
12,3,Sugar Ray Leonard,Percent,20.0,0.12086140616373071,False,Success,0.45385779122541603
12,3,Chris Jericho,Percent,21.0,0.11781649659609869,False,Success,0.45385779122541603
12,3,Petra Nemcova,Percent,25.0,0.09654345633381523,False,Success,0.45385779122541603
12,3,Romeo,Percent,20.0,0.12201156030264299,False,Success,0.45385779122541603
12,3,Wendy Williams,Percent,15.0,0.01422531363141253,True,Success,0.45385779122541603
12,3,Kendra Wilkinson,Percent,23.0,0.10928275653562716,False,Success,0.45385779122541603
12,4,Ralph Macchio,Percent,25.0,0.08912912914140851,False,Success,0.1452081316553727
12,4,Chelsea Kane,Percent,26.0,0.12969130902981973,False,Success,0.1452081316553727
12,4,Kirstie Alley,Percent,22.0,0.09799322471811758,False,Success,0.1452081316553727
12,4,Hines Ward,Percent,25.0,0.13907317548397416,False,Success,0.1452081316553727
12,4,Sugar Ray Leonard,Percent,21.0,0.01241781857424541,True,Success,0.1452081316553727
12,4,Chris Jericho,Percent,23.0,0.13941337138844287,False,Success,0.1452081316553727
12,4,Petra Nemcova,Percent,23.0,0.1180432499324614,False,Success,0.1452081316553727
12,4,Romeo,Percent,23.0,0.1328767762345023,False,Success,0.1452081316553727
12,4,Kendra Wilkinson,Percent,18.0,0.14136194549702805,False,Success,0.1452081316553727
12,5,Ralph Macchio,Percent,22.0,0.1323127342073266,False,Success,0.18083182640144665
12,5,Chelsea Kane,Percent,26.0,0.13436712971019552,False,Success,0.18083182640144665
12,5,Kirstie Alley,Percent,23.0,0.11338129491274136,False,Success,0.18083182640144665
12,5,Hines Ward,Percent,27.0,0.17304121897859678,False,Success,0.18083182640144665
12,5,Chris Jericho,Percent,26.0,0.1483087435741293,False,Success,0.18083182640144665
12,5,Petra Nemcova,Percent,22.0,0.013510747492406248,True,Success,0.18083182640144665
12,5,Romeo,Percent,26.0,0.13880195939061774,False,Success,0.18083182640144665
12,5,Kendra Wilkinson,Percent,22.0,0.14627617173398652,False,Success,0.18083182640144665
12,6,Ralph Macchio,Percent,24.0,0.14496242645278606,False,Success,0.1931745009658725
12,6,Chelsea Kane,Percent,28.0,0.1683125502358036,False,Success,0.1931745009658725
12,6,Kirstie Alley,Percent,26.0,0.12314623637271313,False,Success,0.1931745009658725
12,6,Hines Ward,Percent,27.0,0.1858250866950489,False,Success,0.1931745009658725
12,6,Chris Jericho,Percent,22.0,0.022066829044507134,True,Success,0.1931745009658725
12,6,Romeo,Percent,28.0,0.18645999063808763,False,Success,0.1931745009658725
12,6,Kendra Wilkinson,Percent,25.0,0.1692268805610535,False,Success,0.1931745009658725
12,7,Ralph Macchio,Percent,33.0,0.15938871827515647,False,Success,0.17985611510791366
12,7,Chelsea Kane,Percent,32.0,0.20373613951811986,False,Success,0.17985611510791366
12,7,Kirstie Alley,Percent,30.0,0.163114120391106,False,Success,0.17985611510791366
12,7,Hines Ward,Percent,33.0,0.2404168639509326,False,Success,0.17985611510791366
12,7,Romeo,Percent,30.0,0.2115444174373223,False,Success,0.17985611510791366
12,7,Kendra Wilkinson,Percent,30.5,0.02179974042736299,True,Success,0.17985611510791366
12,8,Ralph Macchio,Percent,23.0,0.25022493076533603,False,Success,0.14691478942213515
12,8,Chelsea Kane,Percent,27.5,0.22205872331074625,False,Success,0.14691478942213515
12,8,Kirstie Alley,Percent,26.5,0.21694801797555513,False,Success,0.14691478942213515
12,8,Hines Ward,Percent,27.0,0.27452990081606515,False,Success,0.14691478942213515
12,8,Romeo,Percent,26.0,0.03623842713229765,True,Success,0.14691478942213515
12,9,Ralph Macchio,Percent,24.0,0.06139714145716901,True,Success,0.41899441340782123
12,9,Chelsea Kane,Percent,36.5,0.2871606143465866,False,Success,0.41899441340782123
12,9,Kirstie Alley,Percent,27.0,0.27500490229655744,False,Success,0.41899441340782123
12,9,Hines Ward,Percent,30.0,0.37643734189968653,False,Success,0.41899441340782123
12,10,Chelsea Kane,Percent,29.666600000000003,0.3466989529689544,False,No Elimination,0.0
12,10,Kirstie Alley,Percent,27.999899999999997,0.249811372430167,False,No Elimination,0.0
12,10,Hines Ward,Percent,29.666600000000003,0.40348967460087876,False,No Elimination,0.0
13,1,Elisabetta Canalis,Percent,15.0,0.09934961535525089,False,Success,0.12695725772323319
13,1,David Arquette,Percent,18.0,0.09176760550941834,False,Success,0.12695725772323319
13,1,Ricki Lake,Percent,20.0,0.08333705703097656,False,Success,0.12695725772323319
13,1,J.R. Martinez,Percent,22.0,0.09192142440413333,False,Success,0.12695725772323319
13,1,Metta World Peace (Ron),Percent,14.0,0.011256506335327326,True,Success,0.12695725772323319
13,1,Hope Solo,Percent,21.0,0.11429607016070839,False,Success,0.12695725772323319
13,1,Chynna Phillips,Percent,22.0,0.08604875480708417,False,Success,0.12695725772323319
13,1,Kristin Cavallari,Percent,19.0,0.08561485243189601,False,Success,0.12695725772323319
13,1,Carson Kressley,Percent,17.0,0.08877533199419463,False,Success,0.12695725772323319
13,1,Chaz Bono,Percent,17.0,0.07660177471798126,False,Success,0.12695725772323319
13,1,Nancy Grace,Percent,16.0,0.08038642681234802,False,Success,0.12695725772323319
13,1,Rob Kardashian,Percent,16.0,0.09064458044068108,False,Success,0.12695725772323319
13,2,Elisabetta Canalis,Percent,21.0,0.005484341775320911,True,Success,0.04604758250191865
13,2,David Arquette,Percent,18.0,0.11375030028039337,False,Success,0.04604758250191865
13,2,Ricki Lake,Percent,23.0,0.07979530684313942,False,Success,0.04604758250191865
13,2,J.R. Martinez,Percent,22.0,0.08843899371577756,False,Success,0.04604758250191865
13,2,Hope Solo,Percent,19.0,0.12143218361954791,False,Success,0.04604758250191865
13,2,Chynna Phillips,Percent,21.0,0.0921541329415509,False,Success,0.04604758250191865
13,2,Kristin Cavallari,Percent,22.0,0.08946035450854221,False,Success,0.04604758250191865
13,2,Carson Kressley,Percent,18.0,0.11003766621670619,False,Success,0.04604758250191865
13,2,Chaz Bono,Percent,17.0,0.11793818989884423,False,Success,0.04604758250191865
13,2,Nancy Grace,Percent,21.0,0.07998067667562692,False,Success,0.04604758250191865
13,2,Rob Kardashian,Percent,21.0,0.10152785352455022,False,Success,0.04604758250191865
13,3,David Arquette,Percent,24.0,0.10133611792518098,False,Success,0.06380263717566993
13,3,Ricki Lake,Percent,27.0,0.09165975825744399,False,Success,0.06380263717566993
13,3,J.R. Martinez,Percent,26.0,0.09921922250514041,False,Success,0.06380263717566993
13,3,Hope Solo,Percent,24.0,0.14177003507703365,False,Success,0.06380263717566993
13,3,Chynna Phillips,Percent,26.0,0.08956912211861126,False,Success,0.06380263717566993
13,3,Kristin Cavallari,Percent,24.0,0.008390647506276643,True,Success,0.06380263717566993
13,3,Carson Kressley,Percent,23.0,0.10530275677855366,False,Success,0.06380263717566993
13,3,Chaz Bono,Percent,18.0,0.13945486948033978,False,Success,0.06380263717566993
13,3,Nancy Grace,Percent,21.0,0.11761615391393299,False,Success,0.06380263717566993
13,3,Rob Kardashian,Percent,24.0,0.10568131643748653,False,Success,0.06380263717566993
13,4,David Arquette,Percent,23.0,0.11265382571346158,False,Success,0.17035775127768313
13,4,Ricki Lake,Percent,29.0,0.09923709643662144,False,Success,0.17035775127768313
13,4,J.R. Martinez,Percent,26.0,0.12354607556626021,False,Success,0.17035775127768313
13,4,Hope Solo,Percent,24.0,0.1506669899470062,False,Success,0.17035775127768313
13,4,Chynna Phillips,Percent,21.0,0.010246926463673776,True,Success,0.17035775127768313
13,4,Carson Kressley,Percent,20.0,0.12542931559397089,False,Success,0.17035775127768313
13,4,Chaz Bono,Percent,21.0,0.12730789491000874,False,Success,0.17035775127768313
13,4,Nancy Grace,Percent,21.0,0.12627150402675943,False,Success,0.17035775127768313
13,4,Rob Kardashian,Percent,24.0,0.12464037134223775,False,Success,0.17035775127768313
13,5,David Arquette,Percent,25.0,0.1262078002531418,False,Success,0.31185031185031187
13,5,Ricki Lake,Percent,24.0,0.12729252356979026,False,Success,0.31185031185031187
13,5,J.R. Martinez,Percent,28.0,0.1461128418664793,False,Success,0.31185031185031187
13,5,Hope Solo,Percent,24.0,0.19704650934649254,False,Success,0.31185031185031187
13,5,Carson Kressley,Percent,19.0,0.014826495841826262,True,Success,0.31185031185031187
13,5,Chaz Bono,Percent,21.0,0.12983401408493186,False,Success,0.31185031185031187
